Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z,Rx,Ry,Rz
3.074,-1.5081,-0.655,-0.986,-0.0263,0.8926,-0.36298,0.17497,-0.01703,-171.13398,54.75884,5.41061
1.1468,0.2393,0.505,1.2423,-0.4899,2.0534,0.19514,0.0676,1.10554,29.95643,29.79334,-107.55455
2.466,-0.029,0.7911,-1.5394,-0.1632,-0.4819,-0.02179,0.20975,0.98568,38.32273,23.89333,37.63669
2.7935,-1.1428,0.3733,-0.0591,-0.7482,1.1126,-0.41341,0.30964,0.575,86.48164,28.56604,-113.93457
1.5562,-1.2994,-0.6028,-0.5508,-0.7792,2.0247,0.15759,0.51521,0.09614,146.56283,17.07779,165.56188
1.1068,0.3631,-0.0572,1.2,-0.2127,-0.625,0.2653,0.19484,1.24306,-16.50414,-5.01882,95.34133
2.6196,-1.1764,0.9554,-0.6318,0.2394,-1.553,-0.16822,0.26987,0.69003,3.30702,-7.49853,25.58893
0.5811,-0.3206,1.3748,0.6871,1.5255,2.3037,0.11946,-0.10106,0.76668,-178.20357,49.4984,92.06702
0.5023,-0.2234,-0.5505,1.0618,0.0942,-1.2734,0.71854,0.22349,0.8708,-6.21522,41.5433,12.39251
1.8502,-0.3738,0.3421,-1.3538,0.4437,-0.5875,0.024,0.46043,0.9451,12.97372,-21.66334,-7.31241
2.9798,-1.5459,-0.6349,-0.5242,0.7036,-0.6204,-0.32426,0.20496,-0.02384,-88.52415,30.21853,100.37185
1.1604,0.7717,-0.0582,-0.3336,0.6232,-0.2426,0.15444,-0.02115,1.31271,59.79615,-59.80468,-8.19903
2.9963,-0.4179,0.5721,-0.5285,-0.1517,2.4252,-0.32298,0.19891,0.92638,-2.66776,-3.70349,-79.22797
0.1031,-0.35,0.3211,0.959,1.0044,1.7607,0.4515,-0.10414,0.9548,-56.26123,7.71871,156.8623
0.8323,0.8552,0.9006,-0.8587,0.9951,0.3265,0.01343,-0.20814,0.93823,134.85618,-25.06787,-120.80053
1.3531,0.1435,-1.534,0.9171,-1.2297,2.1155,0.33135,0.8032,0.79104,-169.9853,-59.22893,125.91602
2.4158,-0.6491,1.005,0.5421,0.3213,1.8913,-0.0594,0.25331,0.82263,-31.805,20.67664,-86.34454
2.1836,-1.4443,0.8072,-1.4992,-1.5352,-1.0837,-0.06571,0.35434,0.5785,-90.80641,-8.48929,-50.25928
0.3255,0.7801,1.1164,0.5615,1.3596,0.0597,-0.05496,-0.17692,0.8566,-149.82465,10.05497,-170.81546
0.468,0.8862,0.7479,-0.9478,-0.2204,2.7244,-0.07436,-0.20572,0.99928,-86.15967,11.75405,127.84717
1.6528,0.3111,-0.9816,-1.5627,-0.7719,1.3294,0.09259,0.70524,1.12971,34.64945,47.29438,80.75417
0.6359,1.4364,-1.1659,1.2471,-0.392,-3.0199,0.05857,-0.14327,1.52126,13.1892,-18.55475,-70.21303
1.0255,-0.5932,-0.1505,1.1294,-0.3466,1.1646,0.47336,0.49099,0.73449,50.53492,-20.85807,-172.46087
2.6769,0.1606,-1.4414,-0.6182,0.9918,-1.6105,-0.68888,0.51319,0.8449,-11.56416,-34.22138,49.19961
0.2436,0.4778,-0.4339,-0.3208,1.3757,-0.0862,0.4096,-0.05281,1.30266,32.89967,-79.51331,-37.6254
2.2245,-1.2839,-1.0148,0.0757,-0.753,-1.2884,-0.14302,0.43344,-0.04476,-176.032,4.51993,18.399
2.2639,0.3619,0.2449,1.3338,-0.6424,-1.1179,0.00408,0.22994,1.191,-38.5818,-19.26687,137.59309
1.2635,0.9332,-1.0819,-0.1123,-1.0334,3.0919,0.24619,0.27972,1.44282,9.34895,-67.36269,-123.69389
1.9197,1.3261,0.3524,0.1976,0.5544,-2.1466,0.25276,-0.25588,1.06453,128.72403,14.87972,39.08053
1.132,-0.2879,-1.345,1.5503,-0.6891,2.9142,0.4943,0.70005,0.50217,-93.56547,-11.64754,15.13998
2.4438,-1.077,1.4885,0.5061,0.746,-0.1812,0.05767,0.14746,0.69549,-4.24347,-64.09635,166.17497
1.6729,-0.2972,-0.9256,-1.0857,-0.9471,-0.2535,0.06511,0.8367,0.67355,-99.47453,17.89241,-43.72485
1.8671,1.2108,-0.6141,0.113,1.3567,2.103,0.16504,-0.02671,1.44454,-115.75493,31.66525,-170.42422
1.098,-0.2195,-1.1158,-1.0098,-0.1728,1.9918,0.51887,0.68491,0.65882,80.45848,31.78849,139.3944
2.9343,-1.3612,1.3922,1.2225,1.2074,2.0519,-0.0638,0.16675,0.6817,-67.10974,27.38043,-21.46766
2.9529,0.9822,-0.89,-0.6794,1.531,-0.2895,-0.18814,0.18869,1.4628,95.36409,-70.01415,35.2322
2.0337,0.1158,-0.0559,-0.5835,-1.1303,-1.8478,-0.05478,0.44578,1.15396,-61.21753,-12.08573,-14.43288
0.8915,-1.4723,0.3134,-0.779,-1.4599,-3.1071,0.39711,0.25294,0.39639,133.90974,-29.4707,54.58027
1.2978,-1.1302,0.9296,0.8818,1.3649,2.9985,0.22271,0.23889,0.70036,-41.33824,64.40596,-96.91624
2.1155,-1.5486,1.4099,-0.4153,0.3339,-1.93,0.08202,0.1542,0.66498,12.21781,1.13828,-12.50929
1.0237,-1.2547,0.0857,-1.2547,-0.2489,-2.4086,0.40884,0.38276,0.4116,52.36272,-59.6513,168.04683
0.9159,0.2321,1.1847,0.2967,-1.0512,1.9378,0.11696,-0.09405,0.85745,-13.18605,22.97044,166.56481
1.3642,1.3199,0.4976,-0.3168,-1.1054,2.8788,0.08194,-0.34053,1.00435,-32.56046,32.1137,-128.63457
2.9222,0.639,0.0995,-0.6716,1.2032,1.8126,-0.03658,0.16189,1.26233,-103.32674,-11.3091,-136.50145
0.3815,-1.0755,1.0624,0.5574,-0.818,0.1068,0.27043,-0.05319,0.72342,7.21244,47.08612,63.23258
0.5611,1.3,0.3481,-1.1363,-1.1554,-1.4656,-0.18819,-0.2955,1.07479,43.4,60.94693,-38.10473
1.6931,1.4342,1.1999,-1.0977,0.4769,-2.7064,0.16952,-0.14923,0.73209,-151.41406,-0.17227,128.678
0.7697,-1.0256,-0.3217,0.3601,-1.4104,0.4323,0.57083,0.34424,0.37854,151.76604,10.78074,-162.71699
0.9812,1.2274,-0.8992,-0.0064,1.1504,2.9117,0.13885,-0.06231,1.49372,-68.08939,75.71557,167.17713
0.9796,1.3549,-0.0323,1.1517,-1.4023,2.5486,-0.05437,-0.35022,1.21936,62.68336,20.41796,-130.02178
0.012,1.0775,0.3662,-0.6127,0.5866,2.1298,-0.21946,-0.15269,1.12702,-110.17962,-5.04705,72.72556
2.5806,1.4376,0.2955,-0.7742,0.0106,3.1172,0.39487,-0.0709,1.05006,-103.44989,43.37686,-131.90084
0.6321,-0.3783,-0.6637,1.0367,0.5727,-1.7043,0.72145,0.34236,0.71266,-16.33549,46.36688,-24.32449
0.7493,0.1085,-1.1481,-0.491,-1.0967,-2.6736,0.69661,0.44311,0.91982,179.62283,-63.56218,15.41615
2.6113,-1.2061,0.7291,-0.5021,-0.9881,-1.0393,-0.24354,0.31673,0.64271,-80.7888,17.32041,38.38747
2.2572,-1.4179,0.7028,0.7275,0.7809,-0.2555,-0.11476,0.37683,0.55778,27.99336,-3.87008,144.92514
0.9167,-0.3589,-1.5447,-1.0535,-1.5307,-2.3618,0.60934,0.54815,0.35991,120.95528,-21.0272,32.28101
0.0162,1.555,-0.2473,-0.9995,1.0761,0.1585,-0.40236,-0.15659,1.23548,114.81367,-36.79847,-156.37129
2.914,0.8926,-0.5232,0.6038,-1.1922,2.2804,-0.09662,0.1764,1.41808,48.73504,-19.72259,-44.24833
2.8947,0.1942,1.4262,1.5668,1.4081,1.6374,0.045,0.1434,0.75402,95.9606,83.38079,162.47568
0.6583,1.3699,1.4652,0.0093,0.9079,0.2104,0.04159,-0.15752,0.68939,172.03093,33.63635,-157.20768
1.4049,0.5274,1.3781,-0.7868,-0.0638,0.2298,0.14116,-0.06559,0.76648,119.96532,-55.16617,-32.13042
1.2676,1.2939,0.5967,-1.3815,-0.9079,2.2901,0.05416,-0.32944,0.9707,-93.41235,-27.75388,-144.95733
2.1613,0.449,-1.5085,-0.7516,0.219,-2.7353,-0.30715,0.72773,1.05284,29.12388,-45.15377,-83.47231
2.6089,-0.8045,0.0042,1.0318,-1.155,-0.17,-0.46084,0.44587,0.6469,96.69039,61.4946,-62.79312
2.1027,1.1285,-1.5646,-1.1557,1.1373,2.2413,-0.06625,0.40844,1.44489,-33.0448,50.31067,-179.20865
2.9471,0.7192,1.2473,0.6751,-1.4432,2.0072,0.10887,0.13149,0.80858,-15.60174,46.30092,-88.40483
2.7937,0.0702,-1.035,1.5106,-0.1035,3.0202,-0.6983,0.41284,0.93138,-54.98419,-11.92237,68.99045
3.1203,0.9943,0.227,-1.0119,0.3256,-1.0013,0.16653,0.14654,1.20077,79.82021,20.9335,69.14855
0.7787,1.5015,-0.8498,1.5103,-0.3891,-1.0094,-0.04827,-0.25842,1.45821,-36.21631,-21.71561,72.91978
0.254,1.3618,1.5163,1.5087,-0.3437,-0.4908,-0.00341,-0.15591,0.68262,-175.64895,-25.01674,132.63229
0.2216,0.5399,-1.1702,-1.0397,1.2904,-0.6782,0.65858,-0.00543,1.23066,4.42289,-59.20684,-66.92976
0.9687,-0.6699,0.1248,0.6087,-1.4389,0.7323,0.45201,0.3928,0.76242,110.55617,28.27628,-167.83681
1.8676,-0.9342,1.4131,-0.9868,1.1467,-0.2169,0.12134,0.1163,0.71719,76.84917,-54.0271,-22.39382
2.2547,0.7222,-0.5691,1.0331,0.5361,2.8023,-0.05948,0.31045,1.38711,-4.71898,35.65807,-10.48571
2.6978,-1.2421,-0.8249,-0.9123,-0.2942,-2.4601,-0.39567,0.35426,0.03972,153.67017,-46.96212,171.82148
2.842,1.1131,1.0862,1.0897,0.3754,1.084,0.20711,0.09307,0.82174,-146.50908,34.86988,-121.52686
0.766,-0.0527,-1.0568,-0.7435,0.7307,-2.688,0.69996,0.46512,0.8231,30.8028,-26.09257,-144.46905
2.8781,-1.2526,-0.9147,-0.2387,0.176,-2.7248,-0.42524,0.27013,0.00235,-156.25904,-63.22766,141.28123
1.908,1.0804,-0.5775,0.8115,0.1341,2.1863,0.13729,0.06195,1.44086,-11.14183,32.88199,-80.76483
1.2146,-0.4991,-0.0441,1.4197,1.5365,-1.6463,0.35673,0.52847,0.82431,82.48479,35.02041,58.8488
2.7158,1.1201,-0.0179,-1.1465,-0.9191,-2.6651,0.23319,0.059,1.27364,-54.21081,14.58555,-42.6017
2.439,-1.5435,-0.339,1.3012,-1.324,0.2587,-0.22094,0.38369,0.08844,111.20635,-27.53707,-59.74083
1.7292,0.8843,0.375,-0.7569,-0.1048,0.6479,0.16885,-0.1058,1.15748,18.36107,-66.58291,83.63958
2.6382,-0.604,0.0036,0.1412,1.3503,0.6034,-0.4673,0.42865,0.77141,-23.90933,-37.3973,-161.19073
1.7434,0.3767,-0.9733,-0.2006,-1.3343,-0.2698,0.03431,0.67687,1.17647,-133.75093,60.41472,-41.78182
2.6832,-0.8307,-0.9261,-0.4902,1.2391,-3.0926,-0.57191,0.44953,0.25318,30.06879,-28.64009,-33.45917
0.2871,-1.4186,0.3444,-0.4265,-0.4948,0.4194,0.47865,-0.01513,0.4329,50.0477,86.50056,55.21217
1.176,-0.2036,1.1442,-0.8116,1.4625,0.1881,0.17158,0.02166,0.85538,137.07711,-48.08633,-117.05841
1.3674,0.2308,-1.139,1.0327,0.9249,2.1675,0.30315,0.72702,1.02023,-40.20041,-24.87368,-110.11601
2.0484,-0.9032,-1.1278,-1.1511,1.0874,-0.0471,-0.1633,0.64196,0.12277,-82.11706,31.58648,86.01639
0.9574,-0.0105,1.3218,-1.2503,-1.5113,1.393,0.134,-0.07031,0.79771,51.16486,-59.4002,90.97823
2.7511,-1.308,-1.3256,-0.0569,0.7581,-1.3188,-0.22444,0.25465,-0.13229,-107.90676,12.17632,66.0771
2.2413,0.8417,0.2444,0.5265,-1.2623,-2.7802,0.17035,0.02669,1.21301,21.39896,-20.80638,-22.91746
2.0836,0.5661,-1.3548,-1.0048,-0.5495,2.47,-0.20537,0.67058,1.19334,65.90597,-9.75995,-175.06707
2.0536,0.7342,-0.692,-1.0493,1.2795,-1.0646,-0.01688,0.35541,1.39341,72.76435,-25.78205,-24.17034
1.6555,-0.1635,-0.4814,0.1914,1.3725,1.6838,0.09014,0.71201,0.93442,-42.56135,-2.19973,-161.54844
2.5239,1.0861,1.5123,1.4261,1.1467,2.6501,0.119,0.09952,0.69474,117.57316,-24.79966,125.91544
0.5148,-0.3478,-1.323,0.4276,-0.1981,-2.3386,0.7994,0.27981,0.46135,-106.85757,-17.82229,-50.33449
2.1425,1.5095,0.4298,0.1674,1.214,0.4873,0.33378,-0.24147,0.96621,-172.51756,4.99964,-88.24646
0.6646,-0.2753,1.3755,0.4402,-0.135,2.5813,0.12394,-0.09352,0.76833,-7.19825,55.78862,-154.56696
0.5378,0.9775,-0.2589,-0.5503,-0.0306,2.887,0.05319,-0.14299,1.36823,-31.34022,25.70935,157.71383
2.4802,0.117,0.203,-0.8326,0.5648,0.2753,-0.15427,0.31022,1.1385,3.09244,-46.40841,104.75176
3.0241,0.5538,-0.6095,1.1761,-0.9601,1.1924,-0.39114,0.19726,1.32892,54.92746,15.00872,-41.6503
0.6002,0.037,-1.1003,-1.0808,-1.5592,-2.3156,0.7604,0.33861,0.87991,158.24227,-64.10273,-16.53837
0.1537,1.106,-1.4587,0.7122,-0.3968,0.4312,0.38047,-0.0929,1.45603,30.89579,27.01402,84.67098
2.5482,-0.8277,-1.1051,1.2503,-0.1043,-2.4321,-0.48712,0.50954,0.18196,-114.49827,22.57348,52.2192
1.2317,0.3985,1.3653,0.244,-0.2885,2.1986,0.13162,-0.07793,0.77648,-82.29707,49.48297,162.48561
0.4257,0.8127,-0.6724,0.2144,-1.3669,-1.6886,0.29566,-0.03069,1.41578,-70.26669,-8.06291,-55.71737
0.077,0.7612,-0.8485,-0.1803,0.3401,-1.1437,0.38094,-0.12111,1.39807,12.94172,-6.79908,-72.0669
1.7984,0.3902,0.3275,1.4971,-0.8304,1.9944,0.1167,0.16115,1.17471,53.93157,22.50357,-63.85815
0.0777,-1.4048,-0.7778,0.877,0.8349,1.6946,0.42357,-0.11753,-0.01865,89.79492,-46.09702,59.85802
2.6543,-0.742,1.0498,-0.2288,-0.9219,2.9664,-0.11248,0.22942,0.79769,2.37265,-35.73788,-49.9695
1.274,0.1935,-1.5503,-0.6479,-0.3959,2.5013,0.39208,0.76896,0.82673,96.27062,-16.8484,147.63679
2.3716,-1.1419,0.9348,-1.4525,1.1798,-0.082,-0.10247,0.30837,0.69754,-18.21924,-65.40061,67.55643
0.8419,0.838,0.4017,-0.6065,0.9718,2.257,0.03673,-0.18415,1.15236,-117.30161,1.75712,105.3448
0.6501,-0.9121,1.3877,0.5359,-1.1364,2.5943,0.15819,-0.06822,0.72354,36.0914,-25.18289,-159.70781
1.5792,1.3285,-1.2139,-0.7061,0.9963,1.7115,0.14942,0.07565,1.52231,-62.13469,2.87289,143.9797
2.014,1.4172,1.2361,0.1411,-0.7442,0.393,0.20178,-0.07516,0.72673,-128.52153,-57.4552,-126.54568
2.159,0.089,-0.3396,1.0259,-0.1178,-2.168,-0.18414,0.54651,1.12349,-18.61499,2.26719,58.62315
1.9025,0.9904,0.2504,1.5679,0.1232,-2.2323,0.19565,-0.10728,1.19205,62.40898,-46.08408,47.09018
2.7748,-0.4555,1.0779,1.482,1.5132,1.1664,-0.08858,0.19477,0.84454,-90.28405,12.32921,-27.13182
1.3806,0.4821,0.3996,1.5057,-1.051,-1.5809,0.15911,0.03273,1.16225,-55.30376,-50.84772,72.73221
0.3859,1.0857,1.0813,-1.1405,-0.0987,2.4783,-0.09857,-0.20201,0.82815,-122.05044,-8.55643,123.47139
2.7249,1.472,-0.2834,-0.8852,0.1575,0.7027,0.38122,-0.00464,1.2814,26.09616,-72.08811,121.63047
2.9644,-0.1204,-0.2877,-0.743,1.3674,-1.8985,-0.58254,0.25675,1.00825,61.85439,0.92546,30.64251
1.248,0.076,-1.2627,0.5915,-0.7488,-0.4191,0.40829,0.74759,0.8476,150.86878,73.40745,-115.59558
0.0804,1.3006,-0.7834,-0.787,0.3934,2.7355,-0.06829,-0.15604,1.47332,-40.95748,27.642,101.3074
2.6646,1.0011,-1.1483,1.3755,0.8478,2.634,-0.21212,0.27852,1.45959,-35.22137,34.18077,7.53462
1.0701,-0.5111,-0.6201,0.658,0.9439,-2.6448,0.50414,0.60872,0.62601,-32.20266,11.39026,-73.74552
1.6699,-0.953,0.5695,-0.3283,-1.0851,2.0088,0.10672,0.44324,0.71268,82.77089,-17.98132,171.22971
0.0552,1.0259,1.3161,0.2493,-0.3763,-1.5279,-0.09154,-0.15534,0.75469,113.72295,-12.44227,-97.90425
3.1354,-1.4157,-0.1935,1.4057,1.3612,-2.2857,-0.49647,0.15313,0.20835,-77.70392,44.21245,20.79817
0.7724,-1.1082,0.7369,0.8143,0.3354,-2.2456,0.36849,0.14954,0.68042,-6.46344,14.52121,-41.16914
1.1124,1.2629,-1.2933,0.2283,-1.4879,0.6514,0.20725,0.08092,1.51431,85.01753,52.1778,162.85012
2.7495,0.1708,0.4007,-1.4706,-0.8497,2.7961,-0.13583,0.21854,1.11939,-27.0681,-47.99184,-99.41671
1.1107,-0.0775,-0.8022,0.1583,-1.5312,-1.6455,0.47909,0.62882,0.89798,-137.47341,4.09146,-17.37523
0.5393,1.3305,0.6675,0.6936,-1.2557,1.2822,-0.1792,-0.28212,0.93079,-54.43987,22.57846,90.14968
0.0206,0.2673,1.3098,-0.5843,-0.0087,-1.1486,-0.01236,-0.15034,0.80346,89.94467,9.28712,-88.55367
3.0992,-0.5486,-1.498,-0.8877,-1.403,2.8918,-0.73595,0.1814,0.23082,137.37293,31.14752,-163.22229
0.1066,-0.5605,1.5159,0.1222,0.9948,-0.4583,0.04069,-0.14655,0.70813,138.75821,-60.93769,-122.50147
2.5364,1.1893,1.459,0.9991,-0.6237,-0.295,0.13601,0.08836,0.70188,-163.16986,-53.79971,-91.76826
2.3353,-0.4989,-0.2308,1.0268,1.4094,-0.7359,-0.36388,0.59619,0.77355,62.37067,-6.96836,119.48369
1.9873,1.5171,-0.6454,-0.837,-1.3113,-1.829,0.25627,-0.20841,1.39642,-43.15521,25.10987,-24.73432
0.962,-1.3316,-1.2739,-1.3699,-1.4926,-2.2926,0.29775,0.16473,-0.12927,99.88945,10.6821,49.3243
1.8675,1.15,-0.3711,0.4382,-0.6769,-2.1757,0.17639,-0.06372,1.38753,12.4646,-12.51548,-0.12918
1.5197,-0.0777,-0.4775,-1.0389,0.6971,-2.5156,0.18435,0.66681,0.99455,34.59234,0.56405,-106.71666
1.3251,-0.0496,0.0448,-0.9641,0.042,1.1707,0.25588,0.40352,1.08212,-2.16006,-0.66793,87.77728
0.9628,0.681,0.5817,-0.4583,-0.625,-2.5639,0.08327,-0.14303,1.09396,-5.4837,41.46493,-110.21343
1.1161,-1.2496,0.9397,-0.9195,1.1987,1.4462,0.261,0.19224,0.66715,-58.43018,7.9758,98.77545
0.3009,-0.5267,1.1742,-0.0059,0.1343,-2.3355,0.16769,-0.10507,0.81142,35.48619,29.3631,-107.34358
0.2026,-0.9874,0.8673,-0.8043,0.3035,2.6261,0.33361,-0.08465,0.73771,-1.88993,13.39707,116.52171
3.0752,-0.0527,-0.2078,1.2599,-0.4115,1.2318,-0.55084,0.18701,1.06109,31.04717,-4.51515,-39.28786
3.0325,-1.2753,-0.0585,-0.4894,-1.2697,1.3094,-0.53063,0.20907,0.34039,155.33299,34.41154,-88.06935
1.9017,1.4248,-0.3118,1.5264,1.2257,-2.9663,0.24443,-0.24968,1.30809,83.32404,15.4572,88.27048
2.8943,-0.4773,1.2761,0.9813,-1.0773,-1.2684,-0.04889,0.1671,0.78922,-40.58962,-26.219,138.38784
1.8821,-1.0732,0.1514,0.5269,1.1464,1.6635,-0.02942,0.58131,0.53719,-19.08034,-21.9727,-137.31242
0.3609,0.929,0.7428,-1.064,0.7494,-2.7826,-0.10902,-0.20153,0.99437,-119.41671,34.91029,52.20006
0.2546,-1.5405,0.1388,1.4621,-1.4331,0.3922,0.46568,-0.03386,0.29289,94.85622,-11.94322,-175.27373
1.5752,-1.2722,0.6674,-0.136,-0.7694,-0.903,0.14833,0.3899,0.6028,-76.2769,32.98791,2.30261
2.4046,-0.0726,0.7059,1.3914,-1.0601,-1.5184,-0.04095,0.2398,1.00059,-54.48776,-33.18779,127.23908
3.0743,1.3547,-0.4102,-1.5695,0.0763,1.3693,0.2549,0.13321,1.36313,11.35482,-53.41399,156.71328
1.8186,-0.796,1.2915,-0.8055,-0.9696,-2.4376,0.11735,0.14793,0.7528,-38.43115,-10.89691,-67.75543
1.452,-1.4345,1.1392,1.249,-0.3433,1.326,0.17314,0.18454,0.65124,28.04561,-9.71836,-128.87714
1.1501,0.8466,1.283,0.8558,0.3936,-2.9977,0.09988,-0.14416,0.78355,136.02649,12.41794,12.48336
0.2527,-1.1339,-0.1381,-1.1047,-0.0967,-1.1134,0.61977,0.00506,0.3883,-72.25622,-34.37819,-90.87574
0.9672,0.7814,0.9832,0.9063,1.41,1.6177,0.05481,-0.18485,0.91269,168.36473,50.10928,127.45651
1.823,-0.3356,-0.1342,1.3521,-0.9102,-2.3428,-0.00973,0.63908,0.90545,-61.25144,-12.50582,68.49079
1.9807,-1.2857,-0.4707,1.5151,0.6632,-1.9707,-0.07841,0.55697,0.15782,-101.98418,57.4431,-24.86892
1.2559,1.2122,-0.018,-0.898,-1.4152,2.9234,0.06756,-0.27708,1.25384,-45.95453,-25.11614,-124.28235
1.2443,-1.5506,-1.0883,-1.0032,1.14,1.3534,0.20594,0.14033,-0.14804,99.32257,36.28086,-142.55492
2.6318,1.4604,1.3146,-1.0364,-0.6314,-1.0945,0.18333,0.06941,0.70517,130.27772,-2.64156,100.26183
0.7142,-0.7014,-0.6772,1.1941,0.2066,0.609,0.67074,0.38285,0.45575,74.29674,-15.33239,123.77555
0.9444,-1.0519,0.3152,-0.2628,-0.3127,2.9416,0.42598,0.33273,0.60306,33.86013,-52.52854,-171.41465
0.3491,0.0216,-0.1257,1.511,1.1696,-1.7287,0.51812,0.02892,1.10851,66.00722,14.24288,12.87134
2.4069,1.4047,-0.3413,0.4794,-1.1889,-2.78,0.32034,-0.08718,1.32524,19.5474,-17.09973,-12.31812
1.3171,1.1843,1.3288,0.2928,-0.1384,-2.0064,0.11826,-0.14174,0.73442,136.85036,7.38239,-10.03773
1.7065,0.8989,-1.4584,-0.9547,-0.7409,-1.0915,0.07897,0.53073,1.36496,-65.26653,-0.92867,-29.98767
0.62,0.6072,1.4768,0.1375,0.9999,0.4774,0.06153,-0.14044,0.72389,-172.50068,0.43534,-175.87178
1.1969,0.0734,-0.1289,1.3945,0.7703,-0.2073,0.31312,0.38725,1.1335,15.09453,-41.47702,129.58813
1.3705,-0.561,0.9124,0.4827,-1.3924,-0.1708,0.19401,0.20147,0.8545,-33.19443,56.10637,71.37681
2.7351,-1.5278,-0.9654,-0.967,-0.6024,-0.0374,-0.18238,0.24187,-0.116,-150.04504,-10.81116,22.081
2.8203,-1.2344,-1.4085,1.484,1.3152,0.4133,-0.26689,0.24697,-0.12469,103.09862,36.61005,-179.09573
1.337,0.7664,0.531,-0.6308,-1.103,0.7835,0.12298,-0.13127,1.10744,21.71896,-28.58459,102.35743
2.0774,0.8708,-0.4292,1.2554,-0.6676,0.881,0.07687,0.17072,1.40114,6.68793,37.11017,-124.58513
2.936,0.9806,-0.4854,-0.1446,-0.7635,-0.9701,-0.02123,0.1577,1.42016,-10.78025,12.02559,104.73665
2.4296,-0.1055,1.2493,1.1762,-0.2764,0.9217,0.06414,0.14285,0.82366,-54.24886,32.29032,-126.59953
2.2737,-1.2338,0.4507,0.8788,-1.5634,-1.1426,-0.18403,0.44933,0.55603,-136.49927,52.16865,59.78911
2.8455,-1.4306,-0.7426,1.4596,-0.3519,-1.2773,-0.34324,0.26159,-0.01713,148.76432,48.78124,-31.34711
2.9514,1.0288,-0.1366,1.2079,1.4597,2.4677,0.1272,0.12832,1.32859,141.98947,74.91566,-158.21326
2.3138,0.9806,1.0221,-0.0199,-0.4721,-2.611,0.21897,-0.01657,0.86827,85.32079,60.55377,39.01295
1.9902,-0.1778,1.2817,-1.0517,-1.0533,2.1769,0.11728,0.10544,0.80795,-26.29808,-47.32635,-140.23533
1.2821,0.659,-0.9833,1.3075,-0.2383,1.3743,0.28568,0.43488,1.33906,21.68849,-14.02391,-133.40702
2.1721,1.4534,-1.5091,0.1652,0.1272,0.6148,0.07005,0.16313,1.53066,-1.9617,-3.68394,169.17259
2.6796,1.0231,0.3499,-0.2771,0.5231,1.1109,0.24103,0.04761,1.14523,-113.23161,-40.28263,-109.19817
0.3135,-0.0879,-1.2374,0.4394,1.2675,1.5521,0.85857,0.1206,0.71918,2.38741,-24.3308,113.3044
0.6821,-1.2285,0.7646,-0.0504,0.8749,1.4695,0.37117,0.10814,0.64216,-23.58974,-1.03209,121.17975
2.2568,0.5869,-0.0521,-1.4425,1.098,-2.7305,0.0167,0.21648,1.29281,-23.54178,68.65168,-145.2661
1.0659,-1.0641,-0.8525,1.4452,-0.8553,-3.074,0.42587,0.46035,0.12883,-108.70935,13.95479,18.3993
2.5635,-0.3833,-1.4176,0.339,-0.4978,-0.8001,-0.60163,0.57169,0.39209,-156.70055,45.92729,9.72823
0.1211,-0.3048,-0.424,1.0885,1.1445,-0.7068,0.7275,-0.06262,0.85084,53.83638,-2.07573,5.64116
0.6464,0.7599,1.1675,0.0248,-0.2867,-0.2766,0.01158,-0.17923,0.83756,105.6276,-74.9545,-68.48358
2.5684,-0.7826,0.6095,-0.8104,0.5987,-1.8833,-0.25516,0.34329,0.78921,28.25707,1.24774,-4.68226
0.9213,0.0385,-0.6581,-0.9564,0.3962,-2.5489,0.5421,0.46573,1.02819,24.25274,-15.10692,-145.51949
1.5742,-0.6614,0.0966,1.2042,-0.8184,1.1273,0.14804,0.58952,0.76048,63.83471,-7.49654,-126.86651
1.0513,-0.3081,-0.7459,-1.5123,-0.3242,-0.51,0.52587,0.61728,0.73659,-62.20604,-14.13952,-57.98974
0.4522,-0.1291,-1.2592,-1.2826,1.0949,0.7516,0.83599,0.23928,0.67464,-65.01394,38.27753,16.61093
1.5252,0.4567,1.0102,1.0899,0.3221,1.8754,0.14808,-0.04662,0.92722,-104.46839,79.09492,179.48778
2.7815,1.5002,-1.2617,0.3283,-0.9875,1.5983,0.10137,0.12216,1.52693,43.69529,3.28075,-91.17542
1.7481,1.2478,-0.5612,0.5172,1.1535,-0.8205,0.16903,-0.0926,1.42813,112.17443,-59.7279,18.18171
2.6237,-0.4472,0.7104,1.3237,0.1373,0.5761,-0.18342,0.2772,0.90731,-18.54162,-1.50482,-99.56342
2.5713,-1.2683,-0.4405,-1.5438,1.5115,2.8097,-0.38493,0.42515,0.18013,88.91786,11.02805,-36.46087
1.0621,-0.5885,-0.5721,-0.8467,0.3285,2.0814,0.50278,0.59351,0.58571,51.66226,22.4078,151.23572
2.5261,0.6192,1.5393,-0.5366,0.2566,0.5682,0.10212,0.11156,0.69992,175.06114,-43.90434,-38.90196
1.9716,1.4629,-0.284,-0.3816,-0.4166,1.5376,0.27269,-0.25894,1.2848,-41.58976,-21.40056,-167.26408
2.884,-1.1373,-0.7274,-0.1809,0.7249,2.5259,-0.53113,0.29509,0.13545,58.25596,-39.25124,-75.87529
2.1405,-0.7855,0.8094,-0.9581,-1.0205,-2.5357,-0.0437,0.34641,0.79863,-42.93265,-43.10999,-59.25488
