Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z
3.1012,-0.0715,0.8384,0.8743,-1.0866,0.8878,-0.13951,0.15581,0.96599
0.1794,-0.9163,1.3773,-0.3884,0.643,-1.6953,0.11431,-0.13177,0.72501
0.5461,0.3987,-0.32,0.1607,1.1749,1.893,0.40627,0.07132,1.27152
1.7128,-0.7406,-0.5178,-0.0136,-0.5679,0.4609,0.0444,0.74967,0.49387
1.8143,0.693,-1.4751,-0.7802,0.9144,-2.7878,-0.01132,0.66789,1.23971
0.4071,-0.2057,0.7241,1.0552,-0.2853,2.7184,0.26729,-0.04815,0.96876
0.4569,0.2202,0.8196,0.6174,0.9647,-1.8152,0.11942,-0.10849,1.00231
2.7126,0.3665,0.5092,0.0326,0.5826,-1.3372,-0.01443,0.1716,1.11871
1.654,0.8527,0.5852,1.056,-0.4309,1.7213,0.16127,-0.12824,1.07434
0.9507,-0.0928,1.1284,1.2856,0.7836,2.071,0.16214,-0.03114,0.8695
2.9708,-0.6699,-0.7015,-1.3858,-1.087,-2.6408,-0.7291,0.27802,0.46935
0.5784,0.7494,1.5561,1.3179,1.1102,-3.0682,0.06704,-0.13543,0.69157
1.1299,-1.3811,-0.4311,0.3105,1.464,1.6911,0.3473,0.38439,0.12484
0.2809,0.8204,-1.0091,1.4552,-0.7846,2.3039,0.42149,-0.03456,1.40798
1.2268,-0.2864,0.5024,0.6166,1.4282,-2.1366,0.25643,0.27088,0.97596
1.4138,0.7163,0.5738,-0.9841,-1.2766,-0.5141,0.13513,-0.10603,1.09447
2.6522,-1.2343,0.9866,0.05,-0.3871,-1.1813,-0.16611,0.25848,0.67789
3.0075,-0.9494,1.2494,1.3193,-0.8614,0.5152,-0.12182,0.16784,0.73926
1.0302,0.8542,0.4365,-1.2679,-1.3224,-0.2865,0.06394,-0.18504,1.13631
1.1701,-0.8931,0.0573,0.8216,0.4972,1.9594,0.37402,0.49825,0.60995
1.4143,1.3071,-0.4144,-0.4763,-1.339,2.4524,0.11533,-0.2318,1.37539
1.4753,-0.0727,0.201,-0.7468,0.356,-1.9679,0.18708,0.37943,1.07131
3.0681,-0.2872,0.6565,-1.3449,1.2583,1.5142,-0.26542,0.17,0.95953
2.6218,0.2827,-1.2187,-0.6761,-1.271,0.8739,-0.59757,0.51487,1.032
2.634,0.4554,0.4217,-0.071,-0.0162,-0.3092,0.01284,0.16456,1.15344
0.6733,0.7611,-0.358,0.8176,0.7726,-1.8847,0.22017,-0.01632,1.3748
1.0055,0.698,-1.4671,-1.189,-0.5403,-1.7643,0.47259,0.46488,1.24549
0.9946,-0.9542,1.5112,-0.4865,-1.0228,-1.3649,0.14689,-0.04934,0.69681
0.3885,0.5786,-0.5318,-0.1985,-0.2436,2.5121,0.39148,-0.0019,1.34024
0.459,-1.0023,0.7844,1.2044,-0.7849,-1.6767,0.37634,0.01861,0.72515
2.5411,-0.7511,0.1224,-1.5531,-0.8625,1.1401,-0.39868,0.45491,0.71445
1.5689,0.2687,-1.2036,0.3557,-0.3655,-0.4848,0.15152,0.77548,1.02658
2.3508,0.7171,-1.017,0.0404,0.7886,-1.2123,-0.22557,0.44137,1.36214
2.8273,0.8812,0.2038,-1.4074,-0.4198,0.1425,0.13925,0.11251,1.22453
0.1423,1.0443,-0.962,-0.4739,0.0282,-0.954,0.22096,-0.11993,1.47716
2.7588,0.8686,-1.43,-1.3352,-0.01,0.6697,-0.43185,0.33564,1.35619
1.7619,-0.9098,1.1515,0.2423,-0.8579,-2.5576,0.11286,0.20664,0.75508
0.3192,-1.522,0.3727,-0.9989,-1.3597,0.5725,0.44908,-0.00961,0.39868
1.585,-1.1677,0.5572,0.9084,0.0696,1.496,0.14388,0.43564,0.6168
1.7785,1.2469,-1.4776,0.2187,1.1121,-0.4084,0.09405,0.28136,1.4969
0.9269,-0.2223,-1.3348,0.4322,-0.2422,-2.2167,0.6322,0.59229,0.56225
1.5279,1.0408,0.9585,1.4296,-0.2061,1.9653,0.14207,-0.18917,0.88344
2.9925,1.4617,0.3716,0.6109,0.5128,2.0938,0.39339,0.09264,1.00862
3.0092,0.8577,1.1738,-0.1987,1.4413,-1.9803,0.13215,0.13378,0.82463
0.9972,-0.4045,0.5973,0.3708,-0.3684,-3.011,0.30736,0.19924,0.92958
2.3533,0.5213,-1.0967,-0.4113,-0.7692,1.6158,-0.33527,0.55004,1.23809
1.1851,-0.5617,-1.2393,-1.4109,0.1317,1.8911,0.43293,0.66739,0.32355
2.6909,-0.3137,-0.369,-0.1212,0.2526,-2.9499,-0.56375,0.4395,0.8608
2.3211,-0.4447,1.1337,0.0125,-0.5538,0.7812,0.02047,0.1981,0.83228
2.8093,-0.2787,0.4675,0.8691,1.4692,-0.3599,-0.28572,0.25733,0.98098
1.18,1.2034,-0.2398,-0.6759,-0.0249,-1.8695,0.06715,-0.23093,1.33786
2.0494,0.812,-1.1448,-0.2112,0.2713,-2.0847,-0.07744,0.47507,1.38665
0.2459,-0.5352,1.0591,0.3064,-0.5956,-0.4306,0.20431,-0.10343,0.83565
1.6246,0.6564,-0.7306,-0.1293,-0.6389,0.3753,0.12863,0.40182,1.36445
3.1049,0.2565,-0.1759,-0.96,-0.832,2.6575,-0.39737,0.16474,1.21341
0.3176,1.0351,-0.4868,-0.7208,-1.1398,2.6695,0.05889,-0.13859,1.42222
0.7648,-1.2352,-1.1381,0.3593,-1.1806,2.0086,0.41247,0.18785,-0.06049
2.1956,0.3546,0.3004,1.5081,1.0654,0.1442,0.02928,0.21592,1.17656
0.2686,-0.2132,0.5305,-1.1694,0.6018,1.5477,0.33541,-0.06331,0.99704
1.1696,1.2698,0.5643,1.0246,-1.0647,-0.9641,0.02325,-0.32942,0.99143
1.2731,0.8209,-0.3925,-0.6208,0.1306,0.213,0.18258,0.08351,1.38902
1.0784,-1.4693,1.4011,-0.0198,1.5635,-3.0116,0.17639,0.0114,0.67166
1.992,-0.8375,-0.4792,-1.2716,1.21,-2.0261,-0.15419,0.71117,0.43991
2.6733,0.6481,0.6359,-0.2524,-0.2039,2.7338,0.12499,0.10493,1.07411
0.7338,-0.7896,-1.0385,-1.0563,0.7884,1.342,0.63256,0.36838,0.23571
1.315,-0.3207,-0.7841,1.5098,-0.6986,-1.8245,0.34876,0.74052,0.71159
0.3051,1.2794,0.8594,-0.3576,1.3844,-0.0081,-0.19421,-0.21848,0.87025
0.4993,0.0401,-0.6738,-0.6547,-0.5227,2.504,0.68946,0.20511,1.02508
0.0409,0.8173,-0.2718,-0.5454,-1.3959,-1.6175,0.09481,-0.1463,1.36641
0.8125,-0.9798,0.8159,1.4266,-0.0793,-0.9573,0.33661,0.13718,0.73597
1.7022,0.9543,0.1714,-0.3674,-0.0587,1.8795,0.16596,-0.11054,1.22837
1.8542,-1.5493,-1.4452,1.4312,0.348,-0.3333,0.12939,0.09235,-0.18998
1.8112,-0.9995,-0.2616,0.8678,0.2952,-2.0046,-0.00925,0.66794,0.42086
0.9598,-1.3607,0.4094,1.566,0.6693,0.2149,0.38301,0.28529,0.48371
2.1994,-0.1639,-0.5737,0.661,-0.9194,1.2792,-0.30872,0.67985,0.90729
2.4837,-0.3128,-0.5059,-0.2749,0.2289,-0.8318,-0.49383,0.57123,0.81912
2.4493,-0.8335,-1.278,1.518,0.429,-2.9502,-0.40462,0.53043,0.1125
1.4366,-0.6851,-0.1372,0.6623,-1.3933,-0.6202,0.23762,0.63852,0.67759
1.5868,0.3535,-1.2351,-1.2402,0.8423,2.1254,0.13801,0.75356,1.08023
1.0685,0.875,1.3259,-0.5966,0.4663,1.2955,0.09105,-0.14592,0.76523
1.9501,1.4215,-0.47,1.3755,-0.0731,-0.8955,0.24143,-0.20045,1.366
2.5014,-0.4263,-0.7116,-0.2805,0.2695,1.7524,-0.54685,0.59442,0.65599
3.0975,-0.4627,0.9331,0.8886,-0.9701,-1.2761,-0.20196,0.15911,0.87319
1.0193,-0.212,-0.3692,1.021,-0.6719,-1.582,0.48209,0.4973,0.93073
0.1261,-0.1331,1.3322,-0.7595,-0.5921,2.3444,0.05165,-0.1447,0.79027
1.5439,-1.08,1.554,0.3499,0.8419,0.6633,0.15065,0.02044,0.68446
0.516,0.2639,0.6861,-0.4214,0.2471,-1.6999,0.14138,-0.09231,1.05215
1.1143,1.186,0.2651,0.9883,-0.0707,1.8044,0.01822,-0.30329,1.14377
0.8047,1.262,-0.2654,-1.1046,0.8963,0.583,-0.04461,-0.26278,1.33479
0.8692,-0.3965,-0.298,0.2198,0.0432,-2.787,0.56012,0.43037,0.82386
1.0032,-1.2964,-0.1201,0.4735,0.9355,-2.9642,0.42048,0.38039,0.30249
2.0022,-0.7793,-0.7353,-0.3914,-0.4136,2.5017,-0.17289,0.73444,0.37235
0.8264,-0.656,-1.1454,-1.197,0.046,0.0774,0.62386,0.45577,0.29
0.5127,-1.2817,-0.1022,-0.5106,-1.1152,1.1347,0.55389,0.1396,0.31824
2.4353,-0.7205,-0.6422,-0.5807,1.2116,1.3727,-0.47408,0.60167,0.45629
2.3956,1.2001,0.5469,-0.7984,1.3621,1.7572,0.30178,-0.07458,1.01859
2.3247,0.3592,1.5663,-1.0035,0.7684,1.2987,0.11468,0.09707,0.69269
1.103,-0.9024,1.1633,0.7164,0.1443,-1.4252,0.21321,0.08928,0.75537
3.0072,1.3028,-0.9172,1.217,-0.256,1.9245,0.0491,0.14478,1.49595
0.5995,-0.0822,1.1475,0.5798,-0.1502,-1.4965,0.13616,-0.08869,0.86323
0.2325,-1.134,-0.9416,1.2028,0.0516,0.6969,0.57054,-0.0191,0.05397
1.3907,0.6054,-0.8041,1.3883,-0.1422,-0.7155,0.23006,0.42587,1.33686
1.5323,-0.0531,-1.4838,-1.2149,0.9514,2.5888,0.18317,0.85702,0.64326
0.7775,0.5246,0.4033,-1.2157,-0.7128,-1.6831,0.13399,-0.07866,1.16322
1.9292,0.2124,0.6732,1.2522,0.6431,-1.8879,0.10523,0.14684,1.05183
1.7839,-0.866,1.4101,-0.0822,-1.1836,-0.0466,0.13109,0.10367,0.72286
1.6154,-1.542,-1.5381,1.3196,-0.0695,-2.5308,0.14907,0.02538,-0.19202
0.013,0.0858,-1.1864,-0.8829,-1.5277,-0.547,0.82623,-0.13932,0.88637
1.2307,0.8334,1.4827,-0.4225,-0.9064,0.4728,0.12786,-0.08848,0.71353
2.9937,-0.8068,-0.2629,0.259,0.1031,-0.7927,-0.65758,0.24967,0.54966
1.0925,-0.4847,-0.3926,0.4473,-1.4882,-2.5405,0.46787,0.57644,0.73104
1.6969,0.8366,1.5643,-1.0255,-1.5679,-3.0192,0.151,0.00195,0.68741
1.6005,-1.0184,-1.015,-0.5069,-0.8919,-2.365,0.13205,0.60812,0.09338
2.0552,1.317,-0.1583,-1.111,-1.2202,0.0595,0.26276,-0.17712,1.28135
0.3061,-1.4275,0.4937,-1.4861,-0.1451,-0.4287,0.44651,-0.01625,0.48496
1.5385,1.1349,0.4833,0.9879,-1.3029,2.1388,0.1419,-0.25468,1.06307
2.5782,1.378,-0.3205,-0.0243,0.4505,2.2433,0.31978,-0.02452,1.32535
1.4503,-1.0556,0.5761,0.7647,-1.2171,-1.4743,0.20065,0.40881,0.66982
1.6853,-0.171,0.1237,-0.9443,-1.2493,1.7018,0.0958,0.48029,1.02871
1.6419,-1.1263,-1.5537,0.7401,-0.5742,0.1305,0.12411,0.36956,-0.11366
3.0772,0.3969,0.4927,0.9819,-0.7583,-1.1449,-0.06577,0.1546,1.12643
3.0776,-0.0471,-0.1283,-1.2778,-1.5131,0.3468,-0.51599,0.18342,1.07313
1.0824,1.2615,0.3698,-1.0772,0.6801,-2.8219,-0.00863,-0.33604,1.07729
1.6553,0.5079,0.0044,-0.1625,-0.1872,2.6992,0.13404,0.19534,1.26815
1.706,1.2915,-0.3717,-0.8396,0.0273,2.452,0.17728,-0.18999,1.36471
2.9498,-1.2783,0.0713,-0.506,1.4702,0.2808,-0.49685,0.24933,0.39304
1.7594,0.9113,-0.3117,1.2399,-1.471,1.1765,0.14033,0.06513,1.38101
2.4828,1.3927,-0.81,-1.4502,-1.4415,-0.1646,0.20585,0.0304,1.46852
2.028,-0.1396,-0.6633,0.5345,0.162,0.3948,-0.19747,0.74129,0.89708
0.8667,0.2969,-0.4846,-0.4921,-0.1614,1.0289,0.44673,0.2942,1.21858
0.9585,-0.5838,1.3556,0.1271,-0.2831,2.7967,0.16514,-0.02594,0.75743
0.9935,-1.1586,-1.3869,-0.7957,0.2553,0.1703,0.34328,0.25212,-0.09253
0.3612,1.5208,1.2055,0.425,0.5815,0.9787,-0.10713,-0.20087,0.71618
0.7795,-1.1308,-0.7766,-0.9383,0.6597,-2.6949,0.52141,0.30433,0.11938
2.6605,-1.07,-0.9459,-0.0915,-0.8787,-0.4697,-0.45209,0.40526,0.08882
0.4861,1.1841,1.3954,-1.0828,-0.7716,-2.2864,-0.00458,-0.17213,0.7172
0.113,-1.0894,-0.8025,-0.6852,1.4327,-2.7481,0.61633,-0.08107,0.13356
0.842,0.1122,-1.3584,-1.412,-0.8983,-2.3379,0.67455,0.53028,0.83865
1.2888,0.7815,-0.6107,1.1218,-1.5421,-0.1605,0.21456,0.20137,1.40493
0.1832,0.9871,0.6367,0.327,0.4861,-1.6089,-0.16371,-0.18294,1.02953
2.8482,0.8557,0.7789,-0.2335,0.4219,1.6476,0.18611,0.10052,0.99058
1.0103,0.8931,-1.0497,-1.4606,1.5469,-0.1939,0.31748,0.22357,1.43156
1.7477,-0.0037,-0.8813,-0.2971,0.0018,2.2557,0.01065,0.79308,0.92798
1.4053,1.5262,-1.1603,0.3514,-1.1856,0.2239,0.12884,-0.13942,1.51368
1.1952,0.7113,-1.4574,-1.27,1.5109,1.019,0.37256,0.53578,1.25703
0.137,1.0438,0.6463,0.0241,-0.6796,-0.5452,-0.19148,-0.17787,1.01381
2.6196,1.2548,-0.1951,0.1679,-1.4697,-1.7462,0.27636,0.01414,1.31116
0.126,0.9534,0.9956,-1.2488,0.2126,2.9915,-0.13869,-0.16882,0.88334
2.5984,-1.2745,0.0515,-1.2121,0.8337,1.5612,-0.38381,0.40702,0.38693
0.6147,0.3732,-0.4569,0.8115,-0.0734,-0.2189,0.46103,0.14179,1.25785
1.3484,1.3381,-0.9516,1.3546,1.5039,1.3211,0.13656,-0.07639,1.49959
2.2573,-1.2073,-1.1424,1.566,0.3111,1.1272,-0.16699,0.44051,-0.04954
0.4487,1.1242,-0.0725,0.1438,-0.6868,-0.0574,-0.09561,-0.21257,1.29312
2.1526,0.4831,-1.5428,0.6246,0.653,1.5709,-0.29719,0.72488,1.06591
1.2871,0.7303,-1.5699,0.3446,0.8395,-0.0047,0.32785,0.58841,1.23311
0.4082,1.1048,1.1829,0.1026,1.4292,-2.5222,-0.07337,-0.19521,0.78918
2.2455,1.4178,-0.0386,1.2735,-0.8531,-1.9627,0.33845,-0.18288,1.20074
1.4239,0.6322,-0.0755,-0.5698,-1.3626,0.2912,0.16855,0.11398,1.30432
1.8156,0.1088,0.4862,-0.5454,0.2534,-1.4206,0.09613,0.23431,1.08769
2.1372,0.9491,-0.235,1.059,0.3307,2.5089,0.13519,0.06704,1.36244
1.9496,-1.0248,1.5384,-0.982,-0.2084,2.8374,0.12841,0.08313,0.68887
1.085,0.0454,-0.2679,1.4294,-1.1819,-1.0107,0.38783,0.41316,1.1081
2.8812,-0.9446,1.1449,-0.1334,-0.8995,2.3328,-0.14211,0.19315,0.74916
0.2936,-1.1552,-0.3094,-1.2422,-0.0216,0.6445,0.62335,0.0317,0.30237
2.4051,0.5025,0.1036,-0.2914,-1.353,-0.1445,-0.00969,0.21133,1.24624
1.8437,-1.2394,-0.3565,-1.1436,0.8158,-0.1802,-0.00958,0.59093,0.23239
0.8932,-1.2411,-0.998,1.0568,-0.5841,0.1389,0.40913,0.26908,-0.02021
0.0746,-0.5383,-1.1231,0.4562,1.3997,3.0933,0.80789,-0.09009,0.39117
1.0598,-1.0892,0.0321,0.0103,0.3692,0.0645,0.41749,0.43781,0.48365
2.8026,0.464,-0.0927,1.0403,-0.0002,0.2158,-0.18436,0.22411,1.27481
1.9704,0.0136,0.8651,0.52,0.8127,-0.7661,0.09455,0.1618,0.96889
1.5952,-1.5479,1.1863,-1.5075,1.2946,0.3323,0.14557,0.18524,0.63684
2.1854,1.5022,1.4599,-0.3595,-1.0009,-3.0814,0.16149,0.0314,0.68138
0.2904,-1.4214,0.1276,-0.0542,1.1885,-2.081,0.50781,-0.00485,0.3434
0.898,1.1345,1.5457,-0.1328,0.1728,0.8094,0.09994,-0.11536,0.68557
1.5799,-0.013,0.3086,-1.3601,1.3977,-1.8933,0.14708,0.32675,1.0852
3.0404,-1.3333,1.1433,1.426,1.066,1.3314,-0.18688,0.1698,0.67235
1.7296,0.8017,0.453,-0.3005,0.266,2.7071,0.16457,-0.07875,1.13562
0.2936,1.1069,-1.2668,0.9085,-0.7153,0.9886,0.31335,-0.06202,1.48106
1.7465,1.5165,-0.0411,-0.4987,-0.7131,-1.4892,0.21844,-0.37201,1.16433
0.5585,0.488,-0.3748,0.2221,-0.1355,-0.048,0.3787,0.0597,1.30561
0.8457,-0.7083,0.6767,-1.2781,1.5436,-2.2598,0.3523,0.17132,0.82187
1.0978,-0.1362,-0.9071,0.3127,-0.5556,2.803,0.50309,0.65371,0.81302
0.2044,1.0057,-0.8308,0.6482,-1.3651,-3.0566,0.20287,-0.11119,1.46525
1.169,-0.0914,1.5257,0.4876,-0.8716,-2.2502,0.14005,-0.0541,0.71129
1.7969,1.2217,0.7493,-0.3713,-0.8929,-2.7615,0.20405,-0.21769,0.92805
1.7833,0.7121,-0.1082,1.3623,-1.2272,-3.1399,0.12593,0.12781,1.32093
0.6541,0.3234,-0.5559,-1.5131,-0.7983,-2.3654,0.51084,0.20258,1.22456
0.2291,-0.971,-0.3103,-1.2145,-1.1128,-1.5899,0.68011,0.00452,0.41921
1.0384,-1.547,0.1944,-0.5121,-0.6211,1.3377,0.35071,0.29969,0.3138
2.6006,-1.273,-1.0616,1.353,0.2958,2.2245,-0.28661,0.34724,-0.05429
2.2032,-1.4952,0.6722,-1.0697,0.4082,0.0671,-0.09354,0.3815,0.52001
0.1579,-1.0915,-0.7242,-1.0948,-0.5431,-1.8763,0.62909,-0.05177,0.1643
1.7384,-1.0226,0.9015,0.1642,-0.7532,2.7816,0.09834,0.31821,0.72949
0.0993,0.3041,-0.0396,-0.2692,-0.5941,0.9749,0.332,-0.11772,1.22322
0.331,-0.4917,-0.704,1.0443,1.184,-2.8895,0.79575,0.11479,0.60727
1.1222,1.3434,0.0756,-0.7527,-0.4722,-1.4479,-0.00636,-0.3592,1.17787
1.0648,0.1448,-0.0724,-1.4647,0.1531,1.8344,0.33302,0.2914,1.16627
0.6962,-1.1455,1.413,-0.5884,0.4682,-2.9048,0.16037,-0.06152,0.7003
1.8212,-1.1099,0.3755,1.4309,-1.5126,-0.3453,0.02235,0.51818,0.59198
3.0165,-1.5274,1.3757,1.4221,-0.6833,0.205,-0.08452,0.16186,0.66421
0.8517,-1.3712,1.2927,-0.6812,0.3713,-0.2076,0.20493,0.00628,0.67748
1.4478,0.1569,-0.5461,0.4544,-1.4009,-0.4616,0.22365,0.58611,1.13111
2.0658,-0.5991,-0.5921,0.3046,-0.8491,-0.8301,-0.23145,0.74462,0.56948
2.3287,0.507,-1.1041,0.4895,-1.1716,0.5095,-0.32893,0.56582,1.22717
2.7292,-0.074,-0.9593,-0.848,-1.5692,-2.199,-0.68372,0.46289,0.84354
0.4681,-1.27,0.5878,-0.2058,-0.3441,-1.2052,0.4389,0.05376,0.58178
1.2668,1.3754,-1.2476,0.5169,-1.3081,-1.8313,0.15782,0.00178,1.52628
0.3561,1.3419,-0.8478,-0.4817,0.8139,2.1225,-0.03104,-0.17164,1.48215
2.3101,0.7518,-0.7183,0.8253,0.1222,-2.6878,-0.10556,0.33848,1.39897
0.8603,0.5788,-0.4639,-0.645,0.3749,-2.0103,0.33036,0.1539,1.33931
0.4124,-0.3391,1.0318,-0.8676,1.3439,2.9239,0.19489,-0.07852,0.87344
2.8013,0.7868,-0.9063,-1.0088,-1.5545,-0.5377,-0.30486,0.26712,1.40389
2.609,-0.6182,0.5502,0.0141,1.4342,2.3373,-0.26968,0.33312,0.85099
1.3702,0.3992,-1.5183,0.2221,0.5433,1.8579,0.30549,0.74936,1.00988
3.1111,-1.463,0.0132,-1.4547,-0.2774,-1.8619,-0.47275,0.16454,0.2745
1.6597,1.2563,-0.2172,0.0859,-0.7824,3.0659,0.16973,-0.2141,1.31887
3.011,-0.5839,0.6678,1.005,-1.0323,2.4132,-0.32183,0.19361,0.86577
2.7121,-1.5516,-0.1781,0.7085,-0.4638,-2.5658,-0.32977,0.31608,0.15174
0.7952,-0.7256,1.5402,0.1367,0.7932,0.6987,0.12313,-0.08874,0.69635
2.3212,1.1954,-1.0567,1.1348,-0.8682,-2.5249,0.02879,0.18916,1.50402
2.3453,-0.5668,0.527,0.1435,0.8126,0.4221,-0.17371,0.39209,0.87063
2.1802,-0.0941,0.2761,0.0696,0.7292,-0.4276,-0.08971,0.39068,1.0596
2.2785,-1.4598,0.62,0.3794,-0.1037,3.0064,-0.13488,0.38847,0.51585
0.5807,-1.0974,-0.0445,-1.4698,0.6608,0.7249,0.58229,0.20261,0.44863
1.635,0.9121,-1.5172,-1.1427,-1.0671,-1.1845,0.11595,0.53516,1.35688
3.0049,-1.1398,0.0675,0.1986,0.8577,1.6001,-0.54359,0.22623,0.46813
0.2242,0.1206,-0.5511,-0.2766,0.6028,3.0708,0.64497,-0.00683,1.10771
1.8471,-0.1857,-1.5487,0.6644,1.3587,-1.1806,-0.08673,0.85591,0.50175
0.8952,-0.0723,0.5149,-1.041,0.6717,0.8504,0.28223,0.11224,1.03952
1.223,0.263,1.1588,-0.1661,-0.6113,-2.952,0.13866,-0.05777,0.86826
3.0965,0.5754,-1.152,-0.7455,-0.6539,1.7174,-0.60731,0.17761,1.25772
1.5849,0.4034,1.5113,1.0282,1.3315,-0.164,0.15026,-0.0141,0.71486
0.0143,-1.0371,-0.4974,0.357,1.3981,2.449,0.654,-0.14071,0.29546
0.0803,0.1976,0.1527,1.4669,0.9069,-1.4719,0.30537,-0.12596,1.16914
1.2258,1.2942,-1.4435,-1.2595,0.7466,3.046,0.2096,0.13956,1.51119
2.9662,-1.3185,-1.0538,0.2095,-0.1407,-2.6092,-0.36136,0.21643,-0.07063
1.2297,-0.4329,-0.8244,0.5748,0.62,0.5382,0.41203,0.71218,0.60454
2.5149,-0.5321,0.3935,-1.1506,-0.4903,0.3297,-0.278,0.38654,0.87761
1.0655,0.268,-0.6681,-0.9483,-0.4429,-2.1187,0.42332,0.45525,1.17596
0.9601,1.1633,-0.6843,0.3089,0.9536,-0.7137,0.11727,-0.09413,1.46083
1.4506,0.254,-0.9706,1.5551,1.4159,2.5168,0.23493,0.69371,1.09259
2.8566,-0.9852,-1.0359,-1.5532,-0.2846,-0.5209,-0.55144,0.31791,0.10576
2.18,0.4743,0.3181,1.0336,0.4689,0.5986,0.07103,0.16043,1.18668
1.8263,0.0327,0.5129,-0.9839,0.3364,-1.9215,0.08835,0.25547,1.06559
2.6652,-0.7732,0.3,-0.5032,0.9343,-3.1173,-0.39675,0.37358,0.74535
0.8837,0.2932,1.2315,0.3951,-1.4092,1.3546,0.1052,-0.10834,0.8368
2.9144,0.5041,-1.2708,-0.5258,-1.2996,1.6765,-0.64069,0.30212,1.1773
1.8641,-0.9169,0.0741,0.4633,0.4931,-2.5621,-0.0294,0.61633,0.60126
0.5713,-0.1266,-0.7505,-1.1885,-0.0733,-0.8998,0.73166,0.29194,0.87779
0.6433,0.7124,0.613,0.3025,-0.4587,2.0707,0.02028,-0.17233,1.07867
2.0845,-1.2184,-0.1488,-1.2862,-0.4928,-0.5858,-0.15238,0.57541,0.33399
0.2304,1.477,-1.3027,1.1741,0.2952,-1.32,0.0202,-0.14938,1.53051
0.2647,-0.2821,1.0669,-1.2911,-1.4264,2.5862,0.15889,-0.1124,0.87149
2.0441,-1.3139,1.2765,-0.68,-0.7667,1.3316,0.06694,0.19847,0.68494
2.549,-0.726,0.7412,-0.6967,0.5591,1.2933,-0.19544,0.31249,0.81722
0.1468,-1.211,-0.8806,0.7904,-0.9448,0.722,0.53287,-0.07289,0.03522
2.2064,1.5039,1.2614,1.0624,-0.7037,0.0439,0.20902,-0.03057,0.70854
2.2527,1.0522,0.6975,1.4689,-0.8042,-2.3684,0.25168,-0.07196,0.98999
1.5057,1.1352,0.6385,0.8287,-0.4412,-2.377,0.13381,-0.25408,0.99618
0.6905,1.193,0.114,-0.7083,-0.213,1.4534,-0.09893,-0.27637,1.20537
0.404,-1.0409,1.0705,1.0859,-1.1007,0.8347,0.26657,-0.04922,0.73146
1.3427,-0.7647,-1.0854,-0.9364,-1.5576,1.197,0.30921,0.66845,0.23433
0.0461,-0.4344,-0.8668,1.1836,0.8816,-1.251,0.81936,-0.11241,0.58554
1.0069,1.1475,-0.4232,-0.3872,0.9929,1.3597,0.07682,-0.15926,1.40237
0.1516,-1.1689,0.8709,0.7505,-0.3251,0.441,0.33414,-0.10074,0.68124
0.005,0.8414,-0.3683,-1.1494,-0.3316,-2.8563,0.10983,-0.1495,1.38739
2.169,0.2436,0.1126,-0.0787,0.7822,-1.3715,-0.03792,0.32208,1.18775
0.8216,-0.1993,0.9464,-1.0702,-0.1407,-2.2331,0.20844,0.00379,0.91693
0.8295,1.5455,0.9656,0.8043,-0.0512,-0.0935,-0.06491,-0.29312,0.76668
0.3596,-0.9249,0.9835,-0.1491,1.456,0.8631,0.29138,-0.05076,0.75926
0.7922,-0.4668,-0.6727,1.2404,-0.8695,-2.3068,0.65906,0.45442,0.63958
2.9474,0.3389,0.3681,-1.2157,0.9061,-0.46,-0.11057,0.17467,1.15687
0.6043,-1.4431,-0.303,-1.1173,0.396,3.0642,0.47748,0.14734,0.14825
0.5435,-1.0396,1.1227,0.9615,1.3665,0.7345,0.25145,-0.02339,0.73153
1.5458,-0.9794,0.0038,-1.4092,-0.0925,0.8081,0.16524,0.60573,0.53865
0.1199,-0.9851,1.3694,0.138,-1.5465,0.0479,0.11288,-0.13753,0.71991
0.805,-1.0685,0.9398,0.1806,0.813,0.8053,0.30461,0.10031,0.71899
2.3908,0.9685,0.9725,0.5706,0.6133,-1.2271,0.2232,-0.00304,0.89035
2.0886,0.0939,-1.4196,-1.0731,0.1444,-2.1517,-0.29219,0.81607,0.7974
0.5039,0.8864,-0.1526,0.4944,1.1715,2.3495,0.07148,-0.13194,1.34065
0.7126,-0.7023,-0.5792,-0.5097,-0.7608,-1.1322,0.66505,0.37633,0.49662
1.4221,-0.1289,-1.3449,0.1553,-0.0645,0.7551,0.2758,0.82823,0.63794
0.6458,-0.9681,-1.4614,1.02,1.2726,-0.6431,0.49884,0.18804,-0.02403
3.0989,1.0572,-1.426,-1.0842,1.4086,2.7743,-0.37999,0.16642,1.44337
1.1745,0.9776,1.4877,0.6858,1.2517,-1.8617,0.12116,-0.09917,0.70581
1.9515,-0.3029,-1.2154,-0.1521,-0.4855,-0.3951,-0.17445,0.83971,0.54541
2.742,-0.6342,1.1655,-0.1845,0.5103,1.5697,-0.07664,0.19525,0.79854
2.5926,-0.9941,1.2824,0.9473,-0.4533,1.033,-0.03442,0.19695,0.72962
1.7716,1.105,0.2553,0.2045,0.7369,-0.9512,0.19173,-0.18966,1.1677
1.8234,1.2488,0.0005,-0.8477,0.5241,-1.5548,0.21192,-0.22065,1.23714
1.5511,-0.7191,1.5399,0.456,-0.9799,1.0095,0.15047,0.01982,0.69658
2.7672,-1.0019,1.4697,-0.7644,0.2326,-2.2443,0.00273,0.16014,0.7026
